Unnamed: 0,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist,pl_density,insolation,habitable_type,ESI,Bio_Class,v_esc,Atmosphere_Class,Adams_Score,Adams_Category,AstroBiom_Score,cluster_id,Planet_Type_ML
316,Kepler-1218 b,Kepler-1218,Transit,2016,1.44,2.1194673645729085,22.9221266,0.1610194763352737,,754.444514480412,1.06,1.1,5986.0,0.1442220703004278,,840.503,0.7098053320355731,53.76074154446329,Too Hot (Hot Zone),0.298942977909284,Extreme Environment,13.57084642467128,Atmosphere Risk (Erosion),0.0,Not Habitable,2.98942977909284,1.0,Rocky / Super-Earth
318,HATS-77 b,HATS-77,Transit,2021,13.05846252,436.69623122,3.0876262,0.03607,0.045,828.3,0.655,0.6428,4071.0,-0.99183,,436.176,0.1961116091482483,78.32090829224087,Too Hot (Hot Zone),0.135484343958029,Extreme Environment,64.68722390235635,Atmosphere Likely,0.0,Not Habitable,1.3548434395802902,0.0,Gas Giant (Jovian)
319,Qatar-4 b,Qatar-4,Transit,2017,12.722215,1938.763,1.8053564,0.02803,0.0,1385.0,0.896,0.849,5215.0,-0.31785,K1 V,329.036,0.9415351344110832,612.2147721304215,Too Hot (Hot Zone),0.0944131281016302,Extreme Environment,138.0879591589159,Atmosphere Likely,0.0,Not Habitable,0.9441312810163022,0.0,Gas Giant (Jovian)
320,Kepler-398 b,Kepler-398,Transit,2014,0.93,0.8611422035798562,4.081423,0.044,,808.674544600152,,0.613,4493.0,-0.862043526623781,,177.355,1.070597015479266,70.96612966254749,Too Hot (Hot Zone),0.2960870122540602,Extreme Environment,10.76392784196246,Atmosphere Risk (Erosion),0.0,Not Habitable,2.9608701225406024,1.0,Rocky / Super-Earth
321,K2-266 c,K2-266,Transit,2018,0.705,0.29013072,7.814,0.0679,0.042,664.5,0.686,0.703,4285.0,-0.82333,,77.5586,0.827992427282758,32.57845252084012,Too Hot (Hot Zone),0.3653537047342216,Extreme Environment,7.175912168140299,Atmosphere Risk (Erosion),0.0,Not Habitable,3.653537047342215,1.0,Rocky / Super-Earth
322,Kepler-406 b,Kepler-406,Transit,2014,1.43,6.35,2.42629,0.0361434480661359,,1452.992941169484,1.07,1.07,5538.0,-0.0149307890240704,,364.03,2.1715288965521253,739.6223864250202,Too Hot (Hot Zone),0.104475732742329,Extreme Environment,23.571849463562828,Atmosphere Risk (Erosion),0.0,Not Habitable,1.0447573274232909,1.0,Rocky / Super-Earth
323,Kepler-195 b,Kepler-195,Transit,2014,2.03,4.299736465337688,8.307872,0.077,,815.2384675276032,,0.775,5329.0,-0.3619238640564447,,652.051,0.5139888813012999,73.29843221692961,Too Hot (Hot Zone),0.2403105167418901,Extreme Environment,16.279749389944474,Atmosphere Risk (Erosion),0.0,Not Habitable,2.403105167418901,1.0,Rocky / Super-Earth
324,TOI-2031 A b,TOI-2031 A,Transit,2025,14.20177855,254.2627256,5.71548654,0.066,0.076,1358.0,1.174,1.241,6490.0,0.39094,,276.105,0.0887676022490351,564.7446545639906,Too Hot (Hot Zone),0.0505281439120324,Extreme Environment,47.33090361875399,Atmosphere Likely,0.0,Not Habitable,0.5052814391203249,0.0,Gas Giant (Jovian)
325,Kepler-452 b,Kepler-452,Transit,2015,1.63,2.735939345648541,384.843,1.046,,265.0,1.037,1.11,5757.0,0.0843207253611382,G2,551.727,0.6317476743962512,1.1098322901583113,Habitable Zone (Goldilocks),0.8007006424247809,Complex Life Possible,14.492197544993306,Atmosphere Likely,0.0,Not Habitable,8.007006424247809,1.0,Rocky / Super-Earth
326,Kepler-1022 b,Kepler-1022,Transit,2016,2.36,5.86406433214443,10.99469878,0.0863273064044514,,601.5691848416071,0.71,0.68,4445.0,-0.7906052633953098,,420.042,0.4461313239900707,21.731932937829495,Too Hot (Hot Zone),0.3398634017319164,Extreme Environment,17.6326739346984,Atmosphere Likely,0.0,Not Habitable,3.3986340173191643,1.0,Rocky / Super-Earth
327,K2-209 b,K2-209,Transit,2018,0.86850263,0.7479430725669713,2.080615,0.0289120539766102,,1129.762791940843,0.74479,0.712365,4720.0,-0.6459370084795647,,76.4986,1.1417082265376863,270.3367569178005,Too Hot (Hot Zone),0.1802095367359942,Extreme Environment,10.3806253739868,Atmosphere Risk (Erosion),0.0,Not Habitable,1.8020953673599427,1.0,Rocky / Super-Earth
328,Kepler-1012 b,Kepler-1012,Transit,2016,1.29,1.6897202283056765,5.50860439,0.0600079477922055,,1043.3067109636556,0.95,0.91,5556.0,-0.1499784171282134,,411.077,0.7871285632458526,196.6092894504839,Too Hot (Hot Zone),0.1960695831418794,Extreme Environment,12.802281178759705,Atmosphere Risk (Erosion),0.0,Not Habitable,1.9606958314187948,1.0,Rocky / Super-Earth
329,Kepler-1398 b,Kepler-1398,Transit,2016,0.9,0.8048956299097988,2.78815679,0.0403810362621039,,1596.8448475539285,1.13,1.18,6126.0,0.2453618344617538,,852.204,1.104109231700684,1078.9639021234452,Too Hot (Hot Zone),0.1071646279110784,Extreme Environment,10.578481843707742,Atmosphere Risk (Erosion),0.0,Not Habitable,1.0716462791107848,1.0,Rocky / Super-Earth
330,Kepler-1694 b,Kepler-1694,Transit,2020,1.17986031,1.405953700966358,3.89526,0.045349110029498,,975.5454985182896,0.82,0.756284,4954.0,-0.50811,,513.329,0.8560107991357561,150.9219691422289,Too Hot (Hot Zone),0.2217237816011253,Extreme Environment,12.210825605073609,Atmosphere Risk (Erosion),0.0,Not Habitable,2.217237816011253,1.0,Rocky / Super-Earth
331,Kepler-176 d,Kepler-176,Transit,2014,2.51,6.657755871083535,25.751974,0.163,,589.8563242701331,,0.891,5232.0,-0.2726838006941194,,527.321,0.4210238534178416,20.088198468737584,Too Hot (Hot Zone),0.3405240822514065,Extreme Environment,18.218049903596143,Atmosphere Likely,0.0,Not Habitable,3.405240822514066,1.0,Rocky / Super-Earth
332,Kepler-514 b,Kepler-514,Transit,2016,1.72,3.0562480588515464,5.65179605,0.0674218752773627,,1360.7272657570388,1.28,1.44,6106.0,0.4126420340083586,,455.336,0.6006247993202538,568.9058221038465,Too Hot (Hot Zone),0.1204081487373708,Extreme Environment,14.91093550899188,Atmosphere Risk (Erosion),0.0,Not Habitable,1.2040814873737082,1.0,Rocky / Super-Earth
336,Kepler-1636 b,Kepler-1636,Transit,2016,3.23,11.193275572769712,425.47785,1.1107891070852074,,267.86812340660305,1.01,1.02,5797.0,0.0229033949742092,,1947.54,0.3321617569464243,0.8543585511189706,Habitable Zone (Goldilocks),0.6318527370926184,Complex Life Possible,20.823424462610333,Atmosphere Likely,0.0,Not Habitable,6.318527370926184,1.0,Rocky / Super-Earth
340,TOI-1064 b,TOI-1064,Transit,2022,2.587,13.5,6.443868,0.06152,0.047,784.0,0.748,0.726,4734.0,-0.62342,,68.0726,0.7797304279958113,62.88504071151254,Too Hot (Hot Zone),0.2688777174626305,Extreme Environment,25.55309354799217,Atmosphere Likely,0.0,Not Habitable,2.688777174626305,1.0,Rocky / Super-Earth
341,Kepler-251 b,Kepler-251,Transit,2014,1.33,1.7994276120056862,4.790936,0.053,,1091.9466094445368,,0.89,5526.0,-0.1786866144209168,,924.625,0.7648556118116334,235.91830885360807,Too Hot (Hot Zone),0.1817569987930727,Extreme Environment,13.011165009955908,Atmosphere Risk (Erosion),0.0,Not Habitable,1.8175699879307277,1.0,Rocky / Super-Earth
342,Kepler-186 e,Kepler-186,Transit,2014,1.27,1.636197275519457,22.407704,0.11,,378.37120849330694,0.478,0.472,3788.0,-1.385,M1,177.594,0.7987750706383799,3.405764620639093,Too Hot (Hot Zone),0.7135889540286484,Microbial Life Only,12.696697923693804,Atmosphere Likely,0.0,Not Habitable,7.135889540286485,1.0,Rocky / Super-Earth
343,HATS-47 b,HATS-47,Transit,2020,12.520453,117.27927,3.9228038,0.04269,0.088,852.9,0.674,0.6564,4512.0,-0.79615,,300.67,0.0597531943497359,87.7400121870215,Too Hot (Hot Zone),0.0895692962090674,Extreme Environment,34.23540113770502,Atmosphere Likely,0.0,Not Habitable,0.8956929620906746,0.0,Gas Giant (Jovian)
344,Kepler-1233 b,Kepler-1233,Transit,2016,2.6,7.158880233383581,45.1263042,0.2606427751870598,,654.5113586469827,1.16,1.25,6198.0,0.3157161635964572,,1178.7,0.4073099814169083,30.452628281998685,Too Hot (Hot Zone),0.2944597443463251,Extreme Environment,18.561398268521742,Atmosphere Likely,0.0,Not Habitable,2.944597443463252,1.0,Rocky / Super-Earth
348,Kepler-1190 b,Kepler-1190,Transit,2016,1.33,1.7994276120056862,10.45843441,0.0854126439640005,,662.2161394390796,0.76,0.72,4730.0,-0.6330005942189295,,342.509,0.7648556118116334,31.912077227659747,Too Hot (Hot Zone),0.3638189547257533,Extreme Environment,13.011165009955908,Atmosphere Risk (Erosion),0.0,Not Habitable,3.638189547257533,1.0,Rocky / Super-Earth
350,Kepler-1998 b,Kepler-1998,Transit,2023,0.6,0.3491335431090838,3.03267135,0.0405,0.0,1187.0,0.962,0.921,5640.0,-0.1134744737056456,,340.965,1.6163589958753883,469.47825302939106,Too Hot (Hot Zone),0.1496521465953102,Extreme Environment,8.532867024888617,Atmosphere Risk (Erosion),0.0,Not Habitable,1.4965214659531023,1.0,Rocky / Super-Earth
351,Kepler-155 b,Kepler-155,Transit,2014,2.09,4.5656366878100325,5.931194,0.056,,723.301213369714,,0.62,4508.0,-0.8463911415399291,,293.499,0.5001064906095545,45.41850182168725,Too Hot (Hot Zone),0.2796583124842169,Extreme Environment,16.533025920422165,Atmosphere Likely,0.0,Not Habitable,2.7965831248421695,1.0,Rocky / Super-Earth
352,Kepler-189 b,Kepler-189,Transit,2014,1.21,1.480941361718464,10.399931,0.088,,736.9523985086913,,0.75,5235.0,-0.4213208791898679,,591.534,0.8359527906284142,48.94561350517911,Too Hot (Hot Zone),0.3248925078796366,Extreme Environment,12.375166798022274,Atmosphere Risk (Erosion),0.0,Not Habitable,3.2489250787963657,1.0,Rocky / Super-Earth
354,TOI-1266 b,TOI-1266,Transit,2020,2.52,4.46,10.8945,0.073,0.039,415.0,0.437,0.4232,3563.0,-1.58021,M2,36.0118,0.2786976048502881,4.9333767161001125,Too Hot (Hot Zone),0.4610901662731728,Extreme Environment,14.88133776095266,Atmosphere Likely,0.0,Not Habitable,4.610901662731727,1.0,Rocky / Super-Earth
355,K2-12 b,K2-12,Transit,2015,2.44,5.2,8.28246,0.0792,0.5,1026.0,0.965,1.117,5672.0,0.0639410848985459,,326.381,0.3579594767844005,184.71013329593532,Too Hot (Hot Zone),0.1548411956254767,Extreme Environment,16.32982661809516,Atmosphere Risk (Erosion),0.0,Not Habitable,1.5484119562547674,1.0,Rocky / Super-Earth
356,Kepler-975 b,Kepler-975,Transit,2016,1.48,2.242534503073959,1.970342457,0.0285538269407747,,1210.2136003996793,0.8,0.75,4897.0,-0.5372672071764402,,426.088,0.6917576769496498,355.96241684104746,Too Hot (Hot Zone),0.1509775000870213,Extreme Environment,13.769352689995408,Atmosphere Risk (Erosion),0.0,Not Habitable,1.5097750008702138,1.0,Rocky / Super-Earth
357,EPIC 249893012 b,EPIC 249893012,Transit,2020,1.95,8.75,3.5951,0.047,0.06,1616.0,1.05,1.71,5430.0,0.3580813891069829,G8 IV/V,321.296,1.1800603516579848,1032.4895700942106,Too Hot (Hot Zone),0.0974499783406091,Extreme Environment,23.695263131516285,Atmosphere Risk (Erosion),0.0,Not Habitable,0.9744997834060912,1.0,Rocky / Super-Earth
358,HATS-51 b,HATS-51,Transit,2017,15.80469,244.09344,3.3488702,0.04639,0.33,1553.0,1.187,1.44,5758.0,0.30963,,389.57,0.061829845668214,947.9408850615652,Too Hot (Hot Zone),0.0357013627972856,Extreme Environment,43.960222110765486,Atmosphere Likely,0.0,Not Habitable,0.3570136279728562,0.0,Gas Giant (Jovian)
359,Kepler-1852 b,Kepler-1852,Transit,2021,1.88610592,3.6954397085219783,7.970940113,0.0761446612817169,,831.7375772826396,0.927,0.826,5237.0,-0.3368197597860047,,772.481,0.5507669689278468,79.41477722898156,Too Hot (Hot Zone),0.2397637938922779,Extreme Environment,15.657587106165556,Atmosphere Risk (Erosion),0.0,Not Habitable,2.3976379389227795,1.0,Rocky / Super-Earth
360,Kepler-60 d,Kepler-60,Transit,2012,1.99,4.16,11.8981,0.1033733292079893,,992.9256827713828,1.041,1.257,5905.0,0.2364400131373373,,1025.1,0.5278786549093539,161.29578059552537,Too Hot (Hot Zone),0.1836350776623098,Extreme Environment,16.173162200317815,Atmosphere Risk (Erosion),0.0,Not Habitable,1.8363507766230984,1.0,Rocky / Super-Earth
362,WASP-145 A b,WASP-145 A,Transit,2018,10.0881,282.8687,1.7690381,0.0261,0.0,1200.0,0.76,0.68,4900.0,-0.6213080045061852,K2 V,91.299,0.2755223022502786,351.0839539727292,Too Hot (Hot Zone),0.0916245271517167,Extreme Environment,59.23284231523511,Atmosphere Likely,0.0,Not Habitable,0.9162452715171672,0.0,Gas Giant (Jovian)
363,NGTS-25 b,NGTS-25,Transit,2022,11.46678726,203.09235207,2.823093,0.0388,0.0,1101.0,0.91,0.86,5321.0,-0.29158,K0 V,521.233,0.1347002195492795,339.43494319515054,Too Hot (Hot Zone),0.0822677773938676,Extreme Environment,47.07612659098521,Atmosphere Likely,0.0,Not Habitable,0.8226777739386765,0.0,Gas Giant (Jovian)
364,Kepler-752 b,Kepler-752,Transit,2016,2.81,8.401078039850217,18.82747265,0.1322231861567283,,649.1357574190852,0.87,0.83,5373.0,-0.2880866030057888,,1232.29,0.3786309048126519,29.464437933804515,Too Hot (Hot Zone),0.2889666625189732,Extreme Environment,19.341456019273316,Atmosphere Likely,0.0,Not Habitable,2.889666625189732,1.0,Rocky / Super-Earth
365,Kepler-1523 b,Kepler-1523,Transit,2016,1.58,2.5658637970161826,0.93875077,0.0185736517829255,,1978.811321244604,0.97,0.96,5708.0,-0.0566318261831384,,865.596,0.6505225238308182,2544.3308012856314,Too Hot (Hot Zone),0.0684616129956202,Extreme Environment,14.25486376512228,Atmosphere Risk (Erosion),0.0,Not Habitable,0.6846161299562028,1.0,Rocky / Super-Earth
368,Kepler-113 b,Kepler-113,Transit,2014,1.82,11.7,4.754,0.050272797904905,,844.0988043090914,0.75,0.69,4725.0,-0.671804717177075,,262.351,1.9407593975882824,84.24209722787194,Too Hot (Hot Zone),0.2323233224407784,Extreme Environment,28.361686480179554,Atmosphere Likely,0.0,Not Habitable,2.3232332244077845,1.0,Rocky / Super-Earth
372,Kepler-1091 b,Kepler-1091,Transit,2016,1.46,2.1805541845348473,1.434741564,0.0249782933321425,,1811.7604909756308,1.01,1.03,5851.0,0.0474846918205047,,914.299,0.7006615985081782,1787.9656417253234,Too Hot (Hot Zone),0.080924440647272,Extreme Environment,13.670419082081096,Atmosphere Risk (Erosion),0.0,Not Habitable,0.80924440647272,1.0,Rocky / Super-Earth
373,Kepler-51 b,Kepler-51,Transit,2012,7.1,2.1,45.154,0.2514,0.04,543.0,1.04,0.94,6018.0,0.0169542907829318,,783.831,0.0058673804381536,16.452191050006462,Too Hot (Hot Zone),0.0792594551494693,Extreme Environment,6.083524872410686,Atmosphere Risk (Erosion),0.0,Not Habitable,0.7925945514946935,1.0,Rocky / Super-Earth
374,Kepler-334 d,Kepler-334,Transit,2014,1.41,2.0295108248678835,25.09849,0.168,,708.5719949320894,,1.068,5828.0,0.0721105277441728,,426.59,0.7239924447155196,41.83039487435802,Too Hot (Hot Zone),0.3271500798817529,Extreme Environment,13.420260460338032,Atmosphere Risk (Erosion),0.0,Not Habitable,3.2715007988175286,1.0,Rocky / Super-Earth
375,TOI-6109 b,TOI-6109,Transit,2025,4.8704,26.084537417164523,5.690476,0.0599,,1126.8065065065225,1.03,1.021,5660.0,-0.05453,G3,151.738,0.2257819643077014,245.8195137227165,Too Hot (Hot Zone),0.1072886939711964,Extreme Environment,25.887139813606815,Atmosphere Likely,0.0,Not Habitable,1.0728869397119645,1.0,Rocky / Super-Earth
376,TOI-238 c,TOI-238,Radial Velocity,2024,2.18,6.7,8.465651,0.0749,0.36,696.0,0.79,0.733,5059.0,-0.47083,K2V,80.5407,0.6467036645511413,60.28459735868963,Too Hot (Hot Zone),0.3102717495055036,Extreme Environment,19.6102878963096,Atmosphere Likely,0.0,Not Habitable,3.102717495055036,1.0,Rocky / Super-Earth
377,TOI-406.01,TOI-406,Transit,2024,2.08,6.57,13.175682,0.0809,0.056,368.0,0.408,0.41,3392.0,-1.71444,M3,31.0597,0.7300882595584888,2.9489197681483796,Too Hot (Hot Zone),0.6808362021252496,Complex Life Possible,19.88043268421335,Atmosphere Likely,4.0,Prime Habitability (Adams 2025),10.808362021252496,1.0,Rocky / Super-Earth
378,TOI-2537 b,TOI-2537,Transit,2024,11.25381662,415.40172795,94.1022,0.3715,0.364,338.0,0.771,0.771,4870.0,-0.52143,,184.986,0.2914531788528366,2.180983418769027,Too Hot (Hot Zone),0.4570466626953569,Complex Life Possible,67.96088838309647,Atmosphere Likely,1.5,Marginal (Slow Rotator),6.07046662695357,1.0,Rocky / Super-Earth
384,TOI-1685 b,TOI-1685,Transit,2021,1.421,3.07,0.66913923,0.01164,,1000.0,0.466,0.462,3470.0,-1.5565082997569666,M3 V,37.6153,1.069931913551365,204.92065700424365,Too Hot (Hot Zone),0.2132334695183124,Extreme Environment,16.441709240788217,Atmosphere Risk (Erosion),0.0,Not Habitable,2.132334695183124,1.0,Rocky / Super-Earth
385,WASP-193 b,WASP-193,Transit,2023,14.78464554,35.59678158,6.2463475,0.0668,0.081,1250.0,1.018,1.213,6080.0,0.26007,,362.087,0.0110148346802616,407.8655974070161,Too Hot (Hot Zone),0.0277643457110485,Extreme Environment,17.357002398022,Atmosphere Risk (Erosion),0.0,Not Habitable,0.277643457110486,0.0,Gas Giant (Jovian)
386,TOI-178 b,TOI-178,Transit,2021,1.2,0.96,1.9145601,0.0260988044309217,,1048.1744740727672,0.647,0.662,4316.0,-0.86646,,62.699,0.5555555555555556,199.6635432597346,Too Hot (Hot Zone),0.1820944510674396,Extreme Environment,10.005062558525058,Atmosphere Risk (Erosion),0.0,Not Habitable,1.8209445106743969,1.0,Rocky / Super-Earth
387,TOI-178 f,TOI-178,Transit,2021,2.417,5.63,15.23335,0.1040171357729901,0.00045,525.0388504061264,0.647,0.662,4316.0,-0.86646,,62.699,0.3987295693193387,12.569853566046984,Too Hot (Hot Zone),0.3893554524665792,Extreme Environment,17.07224706871289,Atmosphere Likely,0.0,Not Habitable,3.893554524665792,1.0,Rocky / Super-Earth
388,TOI-178 g,TOI-178,Transit,2021,2.939,4.4,20.71663,0.127679356019886,0.00043,473.8965466889095,0.647,0.662,4316.0,-0.86646,,62.699,0.1733220903773419,8.342546440119648,Too Hot (Hot Zone),0.3382709659348304,Extreme Environment,13.686782322505694,Atmosphere Likely,0.0,Not Habitable,3.3827096593483046,1.0,Rocky / Super-Earth
389,Kepler-911 b,Kepler-911,Transit,2016,2.6,7.158880233383581,20.310501,0.1606159018461303,,1037.4067477449755,1.34,1.99,6112.0,0.695329385057235,,556.168,0.4073099814169083,192.199522286963,Too Hot (Hot Zone),0.1561814762544133,Extreme Environment,18.561398268521742,Atmosphere Risk (Erosion),0.0,Not Habitable,1.5618147625441337,1.0,Rocky / Super-Earth
390,Kepler-1569 b,Kepler-1569,Transit,2016,1.68,2.9116362676199974,5.79180156,0.0679911369672373,,1382.673618041991,1.25,1.4,6319.0,0.4477393427797155,,945.454,0.6140578323286155,606.5054887790782,Too Hot (Hot Zone),0.1183936386621066,Extreme Environment,14.726133535427255,Atmosphere Risk (Erosion),0.0,Not Habitable,1.1839363866210668,1.0,Rocky / Super-Earth
391,LHS 1678 c,LHS 1678,Transit,2021,0.941,0.8822560074984143,3.694284,0.0327,0.039,533.8053899372627,0.345,0.329,3490.0,-1.83863,M2.0 V,19.8782,1.058828820570518,13.560462269824765,Too Hot (Hot Zone),0.5080165516262626,Extreme Environment,10.831218459850314,Atmosphere Risk (Erosion),0.0,Not Habitable,5.080165516262626,1.0,Rocky / Super-Earth
392,Kepler-444 e,Kepler-444,Transit,2015,0.546,0.2874860951331234,7.743493,0.0696,0.1,799.8066333144845,0.758,0.752,5046.0,-0.482885484123205,K,36.4396,1.7661960772572594,67.90410612905782,Too Hot (Hot Zone),0.2555492393604375,Extreme Environment,8.11683869980453,Atmosphere Risk (Erosion),0.0,Not Habitable,2.555492393604375,1.0,Rocky / Super-Earth
395,HATS-13 b,HATS-13,Transit,2015,13.585308,172.58169,3.0440499,0.04057,0.181,1244.0,0.962,0.887,5523.0,-0.1825627374745512,,421.855,0.0688313441326469,399.0499374929954,Too Hot (Hot Zone),0.0535044334605842,Extreme Environment,39.869191542644515,Atmosphere Likely,0.0,Not Habitable,0.5350443346058424,0.0,Gas Giant (Jovian)
397,Kepler-476 b,Kepler-476,Transit,2016,3.08,10.148794904213696,14.00640607,0.1148427016405986,,867.1309689466735,1.03,1.09,5837.0,0.0925016190891743,,813.535,0.347346019626925,93.81986806935195,Too Hot (Hot Zone),0.1889964752368299,Extreme Environment,20.305173033113437,Atmosphere Likely,0.0,Not Habitable,1.8899647523682988,1.0,Rocky / Super-Earth
398,TOI-521 b,TOI-521,Transit,2025,1.98,5.3,1.54285047,0.0195,0.0,794.0,0.42,0.421,3544.0,-1.5986,M3,60.9425,0.6827792257850415,66.27210682733039,Too Hot (Hot Zone),0.2663557321624991,Extreme Environment,18.301224758927138,Atmosphere Likely,0.0,Not Habitable,2.6635573216249915,1.0,Rocky / Super-Earth
399,TOI-912 b,TOI-912,Transit,2025,1.93,5.1,4.6780691,0.041,0.58,551.0,0.418,0.419,3572.0,-1.59007,M3,26.1072,0.7094115403452775,15.288408788249477,Too Hot (Hot Zone),0.4323331448509601,Extreme Environment,18.18365774862613,Atmosphere Likely,0.0,Not Habitable,4.323331448509601,1.0,Rocky / Super-Earth
400,TOI-7510 b,TOI-7510,Transit,2025,7.31,18.1,11.530869,0.1019,0.0572,878.0,1.063,1.035,5720.0,0.01115,G3,249.006,0.0463368432860644,98.81016670119996,Too Hot (Hot Zone),0.0865624703838483,Extreme Environment,17.60173239359734,Atmosphere Risk (Erosion),0.0,Not Habitable,0.8656247038384836,1.0,Rocky / Super-Earth
401,TOI-7510 c,TOI-7510,Transit,2025,10.81,131.0,22.5687423,0.1595,0.0091,702.0,1.063,1.035,5720.0,0.01115,G3,249.006,0.1037036909555089,40.33003744303798,Too Hot (Hot Zone),0.1435563763608733,Extreme Environment,38.94014961673765,Atmosphere Likely,0.0,Not Habitable,1.4355637636087335,0.0,Gas Giant (Jovian)
402,TOI-7510 d,TOI-7510,Transit,2025,10.52,190.0,48.864468,0.2672,0.04,542.4,1.063,1.035,5720.0,0.01115,G3,249.006,0.1631948244688836,14.370672507813438,Too Hot (Hot Zone),0.2307708894894842,Extreme Environment,47.538310786095856,Atmosphere Likely,0.0,Not Habitable,2.307708894894842,1.0,Rocky / Super-Earth
403,TOI-1472 b,TOI-1472,Transit,2024,4.058,18.05,6.36338574,0.064,0.041,891.0,0.87,0.84,5100.0,-0.368270873517204,,121.84,0.2701102582556006,104.56086768266826,Too Hot (Hot Zone),0.1630760208954937,Extreme Environment,23.59160003816547,Atmosphere Likely,0.0,Not Habitable,1.6307602089549371,1.0,Rocky / Super-Earth
404,TOI-1472 c,TOI-1472,Radial Velocity,2025,3.334,21.13,15.5381747,0.116,0.172,662.0,0.87,0.84,5100.0,-0.368270873517204,,121.84,0.5701678308767728,31.82827839091923,Too Hot (Hot Zone),0.3037113007629037,Extreme Environment,28.160591049662766,Atmosphere Likely,0.0,Not Habitable,3.0371130076290376,1.0,Rocky / Super-Earth
405,TOI-6002 b,TOI-6002,Transit,2024,1.65,2.8055429718663434,10.904821,0.05722,0.15,321.4,0.2101,0.2432,3229.0,-2.23508,M3.5+/-0.5,32.0266,0.6245469509121726,1.7775600989592388,Too Hot (Hot Zone),0.7772081001771934,Complex Life Possible,14.586171159414418,Atmosphere Likely,4.0,Prime Habitability (Adams 2025),11.772081001771934,1.0,Rocky / Super-Earth
406,TOI-2184 b,TOI-2184,Transit,2022,11.39953337,206.58846455,6.90683,0.0817879843111849,0.08,1713.0535945239112,1.53,2.9,5966.0,0.9804188418693752,,788.317,0.1394584535772992,1429.0250172898966,Too Hot (Hot Zone),0.0422172732940792,Extreme Environment,47.61944306347028,Atmosphere Likely,0.0,Not Habitable,0.4221727329407924,0.0,Gas Giant (Jovian)
407,TOI-1798.01,TOI-1798,Transit,2024,2.448,6.323412476038489,8.021522331,0.074984,,803.2796784401789,0.87,0.78,5165.0,-0.4106396412291943,,113.181,0.4310396995605104,69.09126602286933,Too Hot (Hot Zone),0.2292866373305421,Extreme Environment,17.978144391115716,Atmosphere Likely,0.0,Not Habitable,2.2928663733054213,1.0,Rocky / Super-Earth
408,TOI-5398 b,TOI-5398,Transit,2022,10.3,58.7,10.590547,0.098,0.13,947.0,1.146,1.051,6000.0,0.1087002835583462,G V,130.855,0.0537188154040304,133.73593925023175,Too Hot (Hot Zone),0.0771501381862951,Extreme Environment,26.703934449214803,Atmosphere Likely,0.0,Not Habitable,0.7715013818629511,0.0,Gas Giant (Jovian)
409,Kepler-1378 b,Kepler-1378,Transit,2016,2.2,5.07447038755576,11.95398936,0.0908478053287049,,577.1074580122956,0.7,0.67,4407.0,-0.818388342591384,,506.434,0.4765655886134258,18.40699002441338,Too Hot (Hot Zone),0.3671557726878556,Extreme Environment,16.988648698170266,Atmosphere Likely,0.0,Not Habitable,3.671557726878557,1.0,Rocky / Super-Earth
410,K2-411 b,K2-411,Transit,2022,0.9898,0.9791015676436966,3.2141,0.0511,,1428.5206220157984,1.018,1.375,5711.0,0.2563438869589369,,298.219,1.009683821553396,691.0382496838374,Too Hot (Hot Zone),0.130847780818156,Extreme Environment,11.125382804719363,Atmosphere Risk (Erosion),0.0,Not Habitable,1.308477808181561,1.0,Rocky / Super-Earth
412,TOI-220 b,TOI-220,Transit,2021,3.03,13.8,10.695264,0.08911,0.032,805.0,0.825,0.858,5298.0,-0.2836877584904529,K0 V,90.7402,0.4960794089407962,65.5328950416432,Too Hot (Hot Zone),0.2296784215544137,Extreme Environment,23.8722329607989,Atmosphere Likely,0.0,Not Habitable,2.296784215544138,1.0,Rocky / Super-Earth
413,Kepler-51 d,Kepler-51,Transit,2014,9.7,7.6,130.194,0.509,0.008,381.0,1.04,0.94,6018.0,0.0169542907829318,,783.831,0.0083271883796277,4.0134580330277645,Too Hot (Hot Zone),0.1273796208604756,Microbial Life Only,9.901380355710693,Atmosphere Likely,0.0,Not Habitable,1.2737962086047565,1.0,Rocky / Super-Earth
414,Kepler-511 b,Kepler-511,Transit,2016,6.35,45.05197911380873,296.637865,0.8704775495753755,,326.6789145040432,1.0,1.2,5770.0,0.1559555946854627,,651.999,0.1759513884417464,1.8899070504994504,Too Hot (Hot Zone),0.4500073521447106,Complex Life Possible,29.795102883501215,Atmosphere Likely,1.5,Marginal (Slow Rotator),6.000073521447106,1.0,Rocky / Super-Earth
415,K2-151 b,K2-151,Transit,2018,1.49,2.273859952709113,3.835476,0.0373,,566.0,0.47,0.45,3695.0,-1.470227351558647,,69.4798,0.6873926873446697,24.341928634260963,Too Hot (Hot Zone),0.4286031452744252,Extreme Environment,13.818583821592236,Atmosphere Likely,0.0,Not Habitable,4.286031452744252,1.0,Rocky / Super-Earth
