,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist
4481,Kepler-762 b,Kepler-762,Transit,2016,12.68,,3.770552098,,,,1.06,1.08,5944.0,,,1898.26
4482,Kepler-598 b,Kepler-598,Transit,2016,1.5,,3.70175428,,,,0.87,0.86,5307.0,,,681.086
4483,Kepler-1016 c,Kepler-1016,Transit,2016,3.68,,105.6551369,,,,0.99,1.0,5821.0,,,1402.82
4484,WASP-18 b,WASP-18,Transit,2009,13.89913607,3241.8497514,0.94145223,0.02024,0.0051,2429.0,1.294,1.319,6432.0,0.42813,,123.483
4485,Kepler-306 b,Kepler-306,Transit,2014,1.52,,4.646186,0.05,,,,0.719,4954.0,,,775.679
4486,Kepler-100 b,Kepler-100,Transit,2014,1.34,4.01,6.88734,,,,1.13,1.51,5837.0,0.39445,,304.645
4487,Kepler-240 b,Kepler-240,Transit,2014,1.37,,4.144495,0.048,,,,0.739,4985.0,,,746.927
4488,Kepler-444 c,Kepler-444,Transit,2015,0.497,,4.5458841,0.04881,0.31,,0.758,0.752,5046.0,,K,36.4396
4489,Kepler-1024 b,Kepler-1024,Transit,2016,3.91,,66.4162133,,,,0.81,0.78,5143.0,,,1087.4
4490,HD 86226 b,HD 86226,Radial Velocity,2009,,143.0235,1628.0,2.73,0.059,176.0,1.019,1.053,5863.0,0.07188,G1 V,45.683
4491,Kepler-862 b,Kepler-862,Transit,2016,2.21,,3.148664534,,,,0.88,0.84,5333.0,,,1039.03
4492,HD 190647 b,HD 190647,Radial Velocity,2007,,630.89255,1176.45,2.231,0.224,,1.069,1.376,5656.0,,,54.4738
4493,Kepler-1051 b,Kepler-1051,Transit,2016,3.4,,25.96200249,,,,1.43,1.73,6675.0,,,829.343
4494,Kepler-1326 b,Kepler-1326,Transit,2016,4.18,,42.3514267,,,,1.45,1.74,6725.0,,,698.326
4495,NGTS-11 b,NGTS-11,Transit,2020,9.157753,109.33352,35.45533,0.201,0.13,435.0,0.862,0.832,5050.0,,K,190.422
4496,Kepler-1134 b,Kepler-1134,Transit,2016,2.64,,17.13263989,,,,0.84,0.81,5281.0,,,944.445
4497,TOI-2081 b,TOI-2081,Transit,2022,2.04,,10.50534,0.0752,,488.0,0.54,0.534,3800.0,-1.33847,M1.0,62.3446
4498,L 98-59 d,L 98-59,Transit,2019,1.627,1.64,7.450729,0.0494,0.006,416.0,0.2923,0.3155,3415.0,-1.91364,M3 V,10.6194
4499,Kepler-741 b,Kepler-741,Transit,2016,2.97,,7.03902374,,,,1.16,1.24,6129.0,,,1661.87
4500,Kepler-1448 b,Kepler-1448,Transit,2016,1.61,,12.27065865,,,,0.95,0.93,5774.0,,,768.903
4501,HD 133131 A b,HD 133131 A,Radial Velocity,2016,,451.3186,649.0,1.44,0.33,,0.95,,5799.0,,G2 V,51.4736
4502,Kepler-793 b,Kepler-793,Transit,2016,1.37,,4.24153639,,,,0.98,0.97,5745.0,,,985.699
4503,Kepler-1293 b,Kepler-1293,Transit,2016,0.97,,5.57654784,,,,1.18,1.28,6241.0,,,1028.16
4504,Kepler-1339 b,Kepler-1339,Transit,2016,0.71,,1.341555127,,,,0.94,0.93,5586.0,,,371.049
4505,Kepler-1097 b,Kepler-1097,Transit,2016,3.26,,187.747029,,,,0.82,0.79,5211.0,,,719.802
4506,K2-331 b,K2-331,Transit,2021,1.79,,9.398977,,,909.0,1.1,1.06,5994.0,,,211.43
4507,TOI-3819 b,TOI-3819,Transit,2023,13.13692538,352.78953177,3.2443141,0.04611,0.0,1633.0,1.242,1.538,5859.0,0.39967,,558.141
4508,K2-338 b,K2-338,Transit,2021,1.03,,3.850614,,,783.0,0.66,0.63,4558.0,,,156.951
4509,Kepler-512 b,Kepler-512,Transit,2016,2.69,,34.43587975,,,,1.17,1.3,5997.0,,,467.375
4510,TOI-3856 b,TOI-3856,Transit,2025,13.59649359,171.62733978,2.04360352,0.0325,0.083,1544.0,1.096,1.055,5622.0,0.00087,,314.443
4511,NGTS-3 A b,NGTS-3 A,Transit,2018,16.58932,756.4354,1.6753728,0.023,,,1.017,0.93,5600.0,,G6 V,743.972
4512,Kepler-1880 b,Kepler-1880,Transit,2021,2.11686218,,6.309219837,,,,0.524,0.53,4380.0,,,611.041
4513,K2-233 d,K2-233,Transit,2018,2.363,10.3,24.3681,0.1516,0.18,525.0,0.79,0.71,4796.0,,K3,67.5062
4514,K2-126 b,K2-126,Transit,2017,1.97,,7.385655,0.0656,,601.0,0.69,0.65,4339.0,,,102.953
4515,Kepler-1861 b,Kepler-1861,Transit,2021,2.20677414,,40.0306015,,,,1.161,1.373,5855.0,,,829.985
4516,Kepler-313 b,Kepler-313,Transit,2014,2.53,,14.970418,0.125,,,,1.536,5727.0,,,
4517,WASP-190 b,WASP-190,Transit,2019,12.89035,317.83,5.367753,0.0663,0.0,1500.0,1.35,1.6,6400.0,,F6 IV-V,542.251
4518,Kepler-27 b,Kepler-27,Transit,2011,4.0,2895.31,15.3348,0.118,,,0.65,0.59,5400.0,,,1044.36
4519,Kepler-1073 c,Kepler-1073,Transit,2016,1.64,,4.02582254,,,,1.0,1.0,5792.0,,,809.897
4520,HATS-56 b,HATS-56,Transit,2019,18.920792,191.33366,4.324799,0.06043,0.019,1902.0,1.573,2.201,6536.0,0.89763,,564.409
4521,Kepler-1635 b,Kepler-1635,Transit,2016,3.64,,469.63111,,,,0.89,0.85,5347.0,,,1069.45
4522,Kepler-114 b,Kepler-114,Transit,2014,1.26,,5.188549,0.053,,,,0.667,4605.0,,,259.533
4523,Kepler-1129 c,Kepler-1129,Transit,2016,2.73,,76.5369586,,,,1.0,1.0,5831.0,,,1183.88
4524,K2-182 b,K2-182,Transit,2018,2.71257333,20.97667486,4.7369696,0.05174,0.071,965.8,0.823,0.789,5128.0,-0.41117,,154.83
4525,TOI-6478 b,TOI-6478,Transit,2025,4.6,,34.005019,0.1136,,204.4,0.23,0.234,3230.0,,M4.0+/-0.5,38.6057
4526,Kepler-1023 b,Kepler-1023,Transit,2016,2.63,,62.1387714,,,,0.93,0.89,5494.0,,,694.175
4527,Kepler-625 c,Kepler-625,Transit,2016,1.05,,4.1653651,,,,1.04,0.96,5789.0,,,760.708
4528,Gaia-5 b,Gaia-5,Astrometry,2025,,6633.07885409,358.62,,0.6423,,0.339,0.345,3447.0,-1.82594,,41.1813
4529,TOI-2373 b,TOI-2373,Transit,2023,10.42435205,2955.8041851,13.33668,0.112,0.112,860.0,1.041,1.102,5651.0,0.05115,,508.686
4530,omi UMa b,omi UMa,Radial Velocity,2012,,1160.39151396,1569.81,3.691,0.149,,2.72,13.84,5075.0,2.06266,G4 II-III,54.9149
4531,Kepler-1753 b,Kepler-1753,Transit,2021,2.22678077,,16.00460052,,,,0.86,0.769,5180.0,,,707.688
4532,Kepler-267 b,Kepler-267,Transit,2014,1.98,,3.353728,0.037,,,,0.555,4258.0,,,264.993
4533,Kepler-1393 b,Kepler-1393,Transit,2016,0.8,,2.44357812,,,,0.95,0.92,5697.0,,,544.456
4534,Wolf 1061 d,Wolf 1061,Radial Velocity,2015,,7.7,217.21,0.47,0.55,,0.294,0.307,3342.0,-1.9914,M3.5,4.30592
4535,G 264-012 b,G 264-012,Radial Velocity,2021,,2.5,2.30538,0.02279,,587.0,0.297,0.305,3326.0,-1.97224,M4.0 V,16.009
4536,Kepler-1505 b,Kepler-1505,Transit,2016,0.93,,30.8609366,,,,0.93,0.86,5686.0,,,495.148
4537,Kepler-551 b,Kepler-551,Transit,2016,2.73,,12.3764661,,,,0.65,0.63,4286.0,,,311.175
4538,HD 42618 b,HD 42618,Radial Velocity,2016,,14.4,149.61,0.554,0.19,337.0,1.015,0.999,5727.0,-0.00877,G4 V,24.3358
4539,TOI-5174 b,TOI-5174,Transit,2022,5.351,,12.214286,,,,1.0,1.09457,5643.77,0.03946,,197.243
4540,TOI-4214 b,TOI-4214,Transit,2025,10.68215861,165.27077164,3.4913885,0.05018,0.17,1642.0,1.382,1.434,6370.0,0.48287,,346.881
4541,HD 199509 b,HD 199509,Radial Velocity,2022,,43.22466335,99.62167,0.426,0.373,,1.04,,,,,24.3056
4542,CoRoT-29 b,CoRoT-29,Transit,2015,10.0881,270.1555,2.85057,0.0386,0.082,,0.97,0.9,5260.0,,K0 V,806.507
4543,TOI-2876 b,TOI-2876,Transit,2025,9.6397234,54.03082919,6.2996431,0.0654,0.13,929.0,0.939,0.873,5271.0,-0.27654,,225.744
4544,HD 6434 b,HD 6434,Radial Velocity,2003,,155.7367,21.998,0.14,0.17,,1.1,1.12,5769.0,,,42.358
4545,HATS-18 b,HATS-18,Transit,2016,14.896761,629.144485,0.83784,0.0174,,2069.48,1.037,1.02,5600.0,,,624.368
4546,RR Cae b,RR Cae,Eclipse Timing Variations,2012,,1334.886,4343.5,5.3,0.0,,0.44,,,,M,21.1916
4547,Kepler-1903 b,Kepler-1903,Transit,2021,2.28642395,,17.0678997,,,,1.053,0.996,6347.0,,,1775.44
4548,Kepler-1260 b,Kepler-1260,Transit,2016,1.77,,19.1187753,,,,1.06,1.08,5961.0,,,1734.43
4549,HD 133131 B b,HD 133131 B,Radial Velocity,2016,,794.575,5769.0,6.15,0.61,,0.93,,5805.0,,G2 V,51.2993
4550,Kepler-872 b,Kepler-872,Transit,2016,1.99,,2.578855068,,,,1.05,1.08,5902.0,,,879.683
4551,Kepler-481 b,Kepler-481,Transit,2016,2.5,,10.06082567,,,,1.01,1.09,5802.0,,,813.724
4552,HD 141399 c,HD 141399,Radial Velocity,2014,,422.7139,201.99,0.689,0.048,,1.07,,5600.0,,K0,37.0169
4553,Kepler-1277 b,Kepler-1277,Transit,2016,1.6,,40.8365012,,,,0.94,0.92,5578.0,,,557.193
4554,HD 156846 b,HD 156846,Radial Velocity,2007,,3391.2461,359.51001,1.12,0.85,,1.38,1.9,6090.0,,,47.7332
4555,WASP-176 b,WASP-176,Transit,2020,16.869545,271.74465,3.899052,0.0535,0.0,1721.0,1.345,1.925,5941.0,,F9,568.42
4556,Kepler-1030 b,Kepler-1030,Transit,2016,2.48,,19.32952416,,,,0.8,0.76,4983.0,,,758.702
4557,Kepler-56 b,Kepler-56,Transit,2012,6.51,22.1,10.5016,0.1028,,,1.32,4.23,4840.0,,,912.994
4558,Kepler-1220 b,Kepler-1220,Transit,2016,1.52,,7.42693741,,,,1.0,0.99,5842.0,,,961.907
4559,K2-36 c,K2-36,Transit,2016,3.2,7.9,5.340888,0.05528,0.089,854.0,0.79,0.718,4916.0,,,109.749
4560,ROXs 42 B b,ROXs 42 B,Imaging,2013,,2860.0,,157.0,,1975.0,1.0,,,,M0,143.59
4561,TOI-4010 b,TOI-4010,Transit,2023,3.02,11.0,1.348335,0.0229,0.03,1441.0,0.88,0.83,4960.0,,K V,177.504
4562,HD 192699 b,HD 192699,Radial Velocity,2007,,666.17168,340.94,1.063,0.082,,1.38,4.41,5041.0,,,71.8627
4563,Kepler-786 b,Kepler-786,Transit,2016,2.43,,53.5293487,,,,0.81,0.74,4838.0,,,485.318
4564,Kepler-49 c,Kepler-49,Transit,2012,2.444,8.38,10.91,,0.008,,0.607,0.618,4095.6,,,311.222
4565,Qatar-2 b,Qatar-2,Transit,2011,14.056,792.635,1.33711647,0.02153,0.0,1344.0,0.743,0.776,4645.0,,,181.374
4566,HD 207832 c,HD 207832,Radial Velocity,2012,,232.0159,1155.7,2.112,0.27,,0.94,0.901,5710.0,-0.112,,58.9291
4567,Kepler-329 b,Kepler-329,Transit,2014,1.4,,7.416397,0.061,,,,0.523,4257.0,,,439.719
4568,Kepler-1554 b,Kepler-1554,Transit,2016,2.9,,198.088774,,,,0.84,0.81,5297.0,,,946.847
4569,Kepler-1311 d,Kepler-1311,Transit,2021,9.65837605,,197.5110016,,,,1.032,1.674,5616.0,,,866.331
4570,HD 108863 b,HD 108863,Radial Velocity,2011,,767.24162,437.7,1.32,0.032,,1.59,5.74,4878.0,,,164.742
4571,HD 185269 b,HD 185269,Radial Velocity,2006,,321.0083,6.83776,0.077,0.229,,1.3,2.0,5923.0,,,51.9917
4572,HD 134060 b,HD 134060,Radial Velocity,2019,,10.1,3.2696,0.0444,0.45,,1.095,,5966.0,0.15836,G3 IV,24.0125
4573,K2-201 c,K2-201,Transit,2018,3.28568401,,22.779878,,,,0.956055,0.878161,5507.0,,,197.932
4574,Kepler-282 c,Kepler-282,Transit,2014,1.2,,13.638723,0.106,,,,0.904,5602.0,,,1337.61
4575,Kepler-363 b,Kepler-363,Transit,2014,1.16,,3.614568,0.048,,,,1.485,5593.0,,,762.596
4576,Kepler-347 b,Kepler-347,Transit,2014,1.97,,12.79836,0.11,,,,1.005,6088.0,,,1298.88
4577,HD 94890 b,HD 94890,Radial Velocity,2025,,676.97450691,824.61,2.07,0.22,,1.74,10.71,4867.0,1.7635,K0 III,61.7012
4578,HAT-P-38 b,HAT-P-38,Transit,2012,9.247,84.857,4.640382,0.0523,0.067,1082.0,0.886,0.923,5330.0,-0.208,,255.206
4579,Kepler-1623 b,Kepler-1623,Transit,2016,1.31,,4.36128348,,,,1.0,1.0,5772.0,,,837.481
4580,Kepler-1654 b,Kepler-1654,Transit,2018,9.180171,158.915,1047.8356,2.026,0.26,206.0,1.011,1.179,5597.0,0.08991,G5 V,568.117
4581,Kepler-1170 b,Kepler-1170,Transit,2016,2.41,,9.98969327,,,,0.8,0.76,5069.0,,,1050.45
4582,HD 88986 b,HD 88986,Radial Velocity,2023,2.49,17.2,146.05,0.58,0.24,460.0,1.25,1.543,5861.0,,G2 V,33.2673
4583,KELT-19 A b,KELT-19 A,Transit,2017,21.40919,1293.5681,4.6117093,0.0637,,1935.0,1.62,1.83,7500.0,0.97772,A8 V,300.276
4584,HR 858 b,HR 858,Transit,2019,2.004,3.55,3.585287,0.04888,0.0,1552.0,1.204,1.258,6354.0,0.36361,,31.964
4585,Kepler-1988 b,Kepler-1988,Transit,2023,1.53,,11.49500229,0.1038,0.0,1105.0,1.127,1.788,6033.0,,,513.426
4586,KOI-1599.02,KOI-1599,Transit,2019,1.9,9.0,13.6088,0.112293,0.0114,,1.02,0.972,,,,1131.64
4587,Kepler-720 b,Kepler-720,Transit,2016,8.41,,4.708326542,,,,0.95,0.92,5618.0,,,1065.37
4588,Kepler-288 c,Kepler-288,Transit,2014,2.85,,19.305772,0.14,,,,1.091,5918.0,,,1194.15
4589,GJ 687 b,GJ 687,Radial Velocity,2014,,17.2,38.142,0.163,0.17,,0.4,,,,,4.54939
4590,TOI-2154 b,TOI-2154,Transit,2023,16.28664896,292.40213444,3.8240801,0.0513,0.117,1580.0,1.233,1.396,6280.0,0.43457,,296.46
4591,Kepler-1452 b,Kepler-1452,Transit,2016,2.7,,42.913751,,,,1.41,2.06,6101.0,,,996.32
4592,Kepler-610 c,Kepler-610,Transit,2016,3.3,,151.86392,,,,1.1,1.13,5943.0,,,845.824
4593,HD 31527 c,HD 31527,Radial Velocity,2019,,14.16,51.2053,0.2663,0.04,,0.96,,5898.0,0.07918,G2 V,38.4473
4594,TOI-1130 b,TOI-1130,Transit,2020,3.66,19.8,4.074554,0.0453,0.052162,825.0,0.745,0.697,4360.0,,,58.2609
4595,Kepler-1112 b,Kepler-1112,Transit,2016,3.02,,14.36267939,,,,1.34,1.54,6496.0,,,1671.28
4596,Kepler-592 b,Kepler-592,Transit,2016,2.39,,2.820192408,,,,1.04,1.04,5913.0,,,1153.13
4597,GJ 433 c,GJ 433,Radial Velocity,2014,,32.422,5094.105,4.819,0.12,,0.48,,,,,9.06456
4598,rho CrB c,rho CrB,Radial Velocity,2016,,28.2,102.19,0.4206,0.096,,0.95,1.34,5817.0,0.26007,,17.4671
4599,TOI-4479 b,TOI-4479,Transit,2022,2.82,,1.1589,0.0164,,861.0,0.452,0.451,3400.0,-1.60432,M3.0,80.6532
4600,CoRoT-3 b,CoRoT-3,Transit,2008,11.32,6883.91,4.2568,,0.0,,1.37,1.56,6740.0,,F3 V,768.771
4601,Kepler-403 b,Kepler-403,Transit,2014,1.25,,7.031462,0.076,,,,1.329,6090.0,,,840.269
4602,Kepler-1831 b,Kepler-1831,Transit,2021,1.97019818,,5.78387022,,,,1.117,1.012,6063.0,,,1053.49
4603,HD 13931 b,HD 13931,Radial Velocity,2009,,699.226,4218.0,5.15,0.02,,1.3,1.25,5867.0,,,47.3963
4604,K2-42 b,K2-42,Transit,2016,2.15,,6.68796,0.0617,,,0.702,0.643,4613.0,,,396.913
4605,HIP 97166 c,HIP 97166,Radial Velocity,2021,,8.0,16.432,0.124,0.0,,0.9342,0.8418,5216.0,-0.32514,,65.9501
4606,HD 38801 b,HD 38801,Radial Velocity,2009,,3082.31534,685.25,1.623,0.017,,1.207,2.029,5338.0,,,91.4349
4607,TOI-1203 d,TOI-1203,Transit,2025,2.918,7.39,25.502672,0.1632,0.032,743.6,0.886,1.179,5737.0,,G3 V,64.9943
4608,Kepler-292 c,Kepler-292,Transit,2014,1.47,,3.715335,0.045,,,,0.826,5299.0,,,1056.48
4609,K2-157 d,K2-157,Radial Velocity,2025,,23.3,66.5,0.309,0.5,429.1,0.89,0.86,5334.0,,G9 V,298.373
4610,Kepler-343 b,Kepler-343,Transit,2014,2.41,,8.96855,0.088,,,,1.433,5807.0,,,927.193
4611,Kepler-232 b,Kepler-232,Transit,2014,3.08,,4.431222,0.054,,,,0.968,5847.0,,,1349.13
4612,WASP-158 b,WASP-158,Transit,2018,11.99363,886.7457,3.656333,0.0517,0.0,1590.0,1.38,1.39,6350.0,,F6 V,524.993
4613,Kepler-1286 b,Kepler-1286,Transit,2016,2.15,,11.25402929,,,,1.0,0.98,5753.0,,,1354.46
4614,HD 24085 b,HD 24085,Radial Velocity,2019,,11.8,2.0455,0.034,0.22,,1.22,,6034.0,,G0 V,54.9004
4615,Kepler-1479 b,Kepler-1479,Transit,2016,1.83,,14.53261362,,,,0.99,0.98,5796.0,,,728.668
4616,Kepler-308 c,Kepler-308,Transit,2014,2.16,,15.38231,0.123,,,,0.941,5895.0,,,1335.92
4617,Kepler-1808 b,Kepler-1808,Transit,2021,3.02511302,,23.3404007,,,,0.773,0.892,5530.0,,,1022.01
4618,WASP-194 b,WASP-194,Transit,2025,15.47960235,373.13054982,3.183387,0.047,0.0,1693.0,1.29,1.409,6405.0,,,476.831
4619,Kepler-1321 c,Kepler-1321,Transit,2016,2.4,,2.226491086,,,,0.54,0.53,4094.0,,,769.146
4620,OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,Microlensing,2015,,206.58846455,,3.48,,,0.9,,,,,3500.0
4621,Kepler-378 b,Kepler-378,Transit,2014,0.75,,16.092361,0.112,,,,0.671,4661.0,,,152.094
4622,Kepler-458 c,KIC 9663113,Transit,2016,4.2,,20.74028413,,,,1.15,2.21562,6117.21,0.7919,,1594.74
4623,K2-269 b,K2-269,Transit,2018,1.57,,4.144965,0.0531,,1429.0,1.16,1.45,6209.0,,,360.76
4624,Kepler-231 b,Kepler-231,Transit,2014,1.73,,10.065275,0.074,,,,0.49,3767.0,,,316.618
4625,HD 167677 b,HD 167677,Radial Velocity,2023,,905.81095995,1820.0,2.877,0.182,,0.96,,5474.0,,G5 V,54.3258
4626,Kepler-618 b,Kepler-618,Transit,2016,2.6,,3.595769645,,,,1.05,1.08,5860.0,,,1221.96
4627,HD 130322 b,HD 130322,Radial Velocity,1999,,365.49,10.70871,0.0925,0.029,,0.92,0.85,5387.0,,,31.8766
4628,Kepler-299 b,Kepler-299,Transit,2014,1.32,,2.927128,0.04,,,,1.032,5617.0,,,1052.24
4629,K2-207 b,K2-207,Transit,2018,2.60585269,,12.48749,,,,0.941851,0.928158,5522.0,,,363.064
4630,KELT-21 b,KELT-21,Transit,2018,17.777474,1242.7153,3.6127647,0.05224,0.0,2051.0,1.458,1.638,7598.0,0.90472,A8 V,470.878
4631,Kepler-193 c,Kepler-193,Transit,2014,2.75,,50.697494,0.286,,,,1.147,6335.0,,,1009.1
4632,TOI-1439 b,TOI-1439,Transit,2024,4.2427861,38.5,27.644,0.192,0.157,748.4,1.2313,1.6184,5841.0,0.44091,,230.306
4633,Kepler-296 b,Kepler-296,Transit,2014,1.61,,10.864384,0.079,0.33,,0.498,0.48,3740.0,,,
4634,Kepler-225 c,Kepler-225,Transit,2014,1.84,,18.794234,0.111,,,,0.48,3682.0,,,561.101
4635,Kepler-657 b,Kepler-657,Transit,2016,3.52,,24.54350418,,,,1.01,1.01,5808.0,,,1691.88
4636,Kepler-1856 b,Kepler-1856,Transit,2021,1.73447868,,1.302000046,,,,0.782,0.816,4948.0,,,848.76
4637,Kepler-1395 b,Kepler-1395,Transit,2016,0.8,,3.78470649,,,,1.17,1.23,6138.0,,,492.894
4638,Kepler-301 d,Kepler-301,Transit,2014,1.75,,13.751243,0.112,,,,0.9,5815.0,,,719.166
4639,TOI-6628 b,TOI-6628,Transit,2025,10.98480109,235.19302118,18.18424,0.134,0.67,833.0,0.97,1.01,5463.0,-0.08778,,320.527
4640,WASP-130 b,WASP-130,Transit,2016,9.97601,390.9309,11.55098,0.1012,0.0,833.0,1.04,0.96,5625.0,,G6,172.256
4641,Kepler-1617 b,Kepler-1617,Transit,2016,1.2,,27.4785572,,,,1.15,1.22,6167.0,,,898.31
4642,HD 20003 c,HD 20003,Radial Velocity,2019,,14.44,33.9239,0.1964,0.1,,0.875,,5494.0,-0.14267,G8 V,41.8316
4643,HD 21693 c,HD 21693,Radial Velocity,2019,,17.37,53.7357,0.2586,0.07,,0.8,,5430.0,-0.20761,G8 V,33.255
4644,HD 205739 b,HD 205739,Radial Velocity,2008,,435.41,279.8,0.896,0.27,,1.22,1.33,6176.0,0.36,,92.5087
4645,Kepler-1871 b,Kepler-1871,Transit,2021,2.42172881,,1.952700019,,,,1.02,0.946,5741.0,,,854.623
4646,K2-122 b,K2-122,Transit,2017,1.16,,2.2193023,0.0373,,769.0,0.63,0.59,4009.0,,,72.0444
4647,TOI-1180 b,TOI-1180,Transit,2024,3.072,,9.686760378,0.080799,,,0.75,0.73,4738.0,,,72.0238
4648,HAT-P-24 b,HAT-P-24,Transit,2010,14.5717,238.3725,3.35524,,0.07,,1.37,1.38,6373.0,,,415.344
4649,WASP-24 b,WASP-24,Transit,2010,15.46842,394.1092,2.34121,,0.0,,1.43,1.42,6075.0,,,322.114
4650,V0391 Peg b,V0391 Peg,Pulsation Timing Variations,2007,,1017.056,1170.0,1.7,0.0,,0.5,0.23,29300.0,,,1195.98
4651,Kepler-1489 b,Kepler-1489,Transit,2016,1.77,,82.294751,,,,0.93,0.9,5655.0,,,1283.05
4652,L 98-59 f,L 98-59,Radial Velocity,2025,,2.8,23.064,0.1052,0.044,285.0,0.2923,0.3155,3415.0,-1.91364,M3 V,10.6194
4653,Kepler-130 d,Kepler-130,Transit,2014,1.64,,87.517905,0.377,,,,1.127,5884.0,,,316.663
4654,K2-19 d,K2-19,Transit,2016,1.11,10.0,2.5081,,,,0.88,0.82,5322.0,,,289.827
4655,Kepler-1001 b,Kepler-1001,Transit,2016,3.15,,14.30511983,,,,0.9,0.88,5491.0,,,928.978
4656,HD 203387 b,HD 203387,Radial Velocity,2022,,1106.04285636,512.5352,1.771,0.732,,2.817,,,,,61.7477
4657,Kepler-298 b,Kepler-298,Transit,2014,1.96,,10.475464,0.08,,,,0.582,4465.0,,,518.204
4658,K2-133 e,K2-133,Transit,2019,1.73,,26.5841,0.1346,,296.0,0.461,0.455,3655.0,-1.47886,M1.5 V,75.1703
4659,KOI-1831 d,Kepler-324,Transit,2021,1.13,2.23,34.169,,,475.0,0.901,0.835,5233.0,,,501.574
4660,TOI-2076 d,TOI-2076,Transit,2021,3.43087751,29.0,35.125686,0.199,0.0,457.68,0.8557,0.796,5192.0,-0.37779,,41.9091
4661,NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,Radial Velocity,2024,,572.0911326,77.48,0.384,0.0,683.0,1.26,2.13,6000.0,,F9.5 V,852.793
4662,GJ 1132 c,GJ 1132,Radial Velocity,2018,,2.64,8.929,0.0476,0.27,300.0,0.181,0.2105,3270.0,-2.35853,,12.613
4663,TOI-700 b,TOI-700,Transit,2020,0.914,,9.977219,0.0677,0.075,,0.415,0.421,3459.0,-1.64016,M2.5 V,31.1265
4664,TOI-500 d,TOI-500,Radial Velocity,2022,,33.12,26.233,,0.016,,0.74,0.678,4440.0,,K6 V,47.3924
4665,Kepler-34 b,Kepler-34,Transit,2011,8.564,69.92,288.822,1.0896,0.182,,1.0479,1.1618,5913.0,0.173,,1800.82
4666,Kepler-972 b,Kepler-972,Transit,2016,4.65,,7.03932553,,,,1.15,1.22,6146.0,,,1198.03
4667,HAT-P-61 b,HAT-P-61,Transit,2021,10.07687365,335.9446262,1.90231289,0.0301,0.113,1505.0,1.004,0.938,5587.0,-0.1152,,338.84
4668,TOI-1181 b,TOI-1181,Transit,2022,17.02644168,374.71969185,2.103189,,0.011,,1.467,1.961,6054.0,0.64246,,302.819
4669,K2-266 e,K2-266,Transit,2018,2.73,14.3,19.482,0.1249,0.043,490.1,0.686,0.703,4285.0,-0.82333,,77.5586
4670,Kepler-192 c,Kepler-192,Transit,2014,2.79,,21.2234,0.15,,,,1.007,5479.0,,,651.674
4671,TOI-1346 c,TOI-1346,Transit,2025,2.23,,5.502558,,,928.0,0.82,0.78,5099.0,,,115.45
4672,WASP-192 b,WASP-192,Transit,2019,13.78707,731.009,2.8786765,0.0408,0.0,1620.0,1.09,1.32,5910.0,,G0 V,508.885
4673,BD+55 362 b,BD+55 362,Radial Velocity,2021,,228.83645304,265.59,0.78,0.27,,0.909,,5012.0,,K3,52.5697
4674,HD 164509 b,HD 164509,Radial Velocity,2010,,140.79869,280.17,0.87,0.238,,1.12,1.11,5859.0,0.12,G5,53.1119
4675,55 Cnc e,55 Cnc,Radial Velocity,2004,1.875,7.99,0.7365474,0.01544,0.05,,0.905,0.943,5172.0,,,12.5855
4676,Kepler-1811 b,Kepler-1811,Transit,2021,3.84829873,,76.42230225,,,,0.946,1.19,5561.0,,,1390.56
4677,GJ 1132 b,GJ 1132,Transit,2015,1.19151465,1.83704819,1.62892911,0.0157,0.0118,583.8,0.1945,0.2211,3229.0,-2.32148,,12.613
4678,WASP-8 b,WASP-8,Transit,2010,12.66617,807.2882,8.15872,,0.31,,1.34,1.03,5600.0,,,89.9606
4679,Kepler-766 b,Kepler-766,Transit,2016,3.39,,6.10027804,,,,1.1,1.15,5992.0,,,2297.62
4680,K2-113 b,K2-113,Transit,2017,12.14,,5.817685,0.0642,,1098.0,1.04,1.24,5660.0,,,635.722
4681,HD 129445 b,HD 129445,Radial Velocity,2009,,508.507,1840.0,2.9,0.7,,0.99,,,,G6 V,67.4386
4682,Kepler-300 c,Kepler-300,Transit,2014,2.25,,40.714955,0.232,,,,0.9,5986.0,,,1098.45
4683,XO-2 S c,XO-2 S,Radial Velocity,2014,,435.409,120.8,0.4756,0.1528,,0.982,1.02,5399.0,,,151.398
4684,Kepler-886 b,Kepler-886,Transit,2016,1.52,,6.24146367,,,,1.1,1.16,6098.0,,,711.297
4685,Kepler-79 b,Kepler-79,Transit,2012,3.47,10.9,13.4845,0.117,0.015,,1.165,1.302,6174.0,0.342,,1020.72
4686,Kepler-572 b,Kepler-572,Transit,2016,2.58,,17.20523483,,,,0.83,0.79,5212.0,,,504.667
4687,Kepler-871 b,Kepler-871,Transit,2016,3.74,,22.0459018,,,,1.11,1.14,5993.0,,,1976.05
4688,Kepler-1077 b,Kepler-1077,Transit,2016,2.77,,34.3511874,,,,1.02,1.02,5816.0,,,1101.42
4689,HD 125271 b,HD 125271,Radial Velocity,2022,,3465.60094993,14901.99295,10.817,0.165,,0.75,,,,,39.3466
